"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902459","GO:1902459","positive regulation of stem cell population maintenance","29/5323","44/14636",6.41851460916106e-05,0.00356646159587297,0.00301978627836045,"ACTB/ACTL6A/ARID4A/ARID4B/BCL7A/BCL7B/BCL7C/BRMS1/BRMS1L/DPF2/HDAC1/ING1/ING2/KDM2B/OGT/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SS18/TET1/YAP1",29
"GO:0140014","GO:0140014","mitotic nuclear division","124/5323","258/14636",6.86437743375445e-05,0.00375971758300208,0.00318341954972913,"AKAP8/ANAPC5/ANAPC7/ANKLE2/ARHGEF10/AURKAIP1/AURKB/BANF1/BAZ1B/BCCIP/BIRC5/BMP4/BMP7/BOD1/BROX/CAV2/CCDC61/CCNB1/CDC14A/CDC16/CDC20/CDC42/CDCA2/CDCA5/CDCA8/CDKN1C/CENPI/CENPK/CEP85/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CTDP1/DRG1/DYNC1LI1/EPS8/ESPL1/FBXW5/GEN1/HNRNPU/HSPA1A/HSPA1B/IK/INCENP/INO80/INSR/KAT5/KATNB1/KIF18B/KIF22/KIF2C/KIF3B/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/LSM14A/MAD2L2/MAP9/MAPRE1/MIS12/MKI67/MTBP/MYBL2/NCAPG2/NCAPH/NCAPH2/NFIA/NFIB/NSL1/NUDC/NUMA1/NUSAP1/OBSL1/PDXP/PIBF1/PKMYT1/PLK1/POLDIP2/PPP1R9B/PPP2R1A/PPP2R2D/PRICKLE1/PRMT5/PSRC1/RAN/RANBP1/RANGRF/RCC1/REEP3/RHOA/RPL24/RRS1/SEH1L/SH2B1/SIRT2/SKA1/SKA3/SMARCA5/SMC1A/SMC3/SPAG5/SPAST/SPC24/SPC25/SPICE1/STAG1/TOM1L1/TRIP13/UBE2C/UBE2I/UBXN2B/UHRF1/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",124
"GO:0051310","GO:0051310","metaphase chromosome alignment","50/5323","88/14636",7.13537800515157e-05,0.00385310412278185,0.00326249158901222,"AURKB/BIRC5/BOD1/CCNB1/CDC42/CDCA5/CDCA8/CENPQ/CHAMP1/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/FAM83D/GEM/HNRNPU/INCENP/KAT5/KIF22/KIF2C/KIFC1/KNTC1/KPNB1/MAPRE1/MIS12/MLH1/NSL1/NUDC/NUMA1/PIBF1/PMF1/PSRC1/RCC2/RRS1/SEH1L/SIRT2/SKA1/SKA3/SPAG5/SPC24/SPC25/SPICE1/TRAPPC12/TTL/VPS4A/ZW10/ZWILCH/ZWINT",50
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","42/5323","71/14636",7.5656507248961e-05,0.00402870901100717,0.00341117936192684,"ATF3/ATF6/BAK1/BAX/BCL2L11/CCND1/CDK5RAP3/COPS5/CREB3/CREB3L1/CREBZF/CTH/DAB2IP/DDIT3/DERL1/DNAJB9/EIF2AK2/EIF2AK3/ERN1/FGF21/HERPUD1/HERPUD2/HSPA5/MBTPS2/NCK1/PARP8/PIK3R1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/RPAP2/SERP1/TBL2/TMED2/TMEM33/UFL1/VAPB/VCP/XBP1/YOD1",42
"GO:0016311","GO:0016311","dephosphorylation","127/5323","266/14636",8.19410707849775e-05,0.00427795298419652,0.0036222186539445,"ACP2/ANKLE2/ARPP19/BMP2/BOD1/BTRC/CALM1/CALM2/CALM3/CDC14A/CDCA2/CDK5RAP3/CHP2/CRY2/CTDNEP1/CTDP1/CTDSP1/CTDSP2/DLC1/DUSP10/DUSP14/DUSP28/DUSP3/DUSP5/DUSP7/ENSA/EPHX2/FBXW11/FKBP1A/FKBP1B/GNA12/HSP90AB1/HSP90B1/HTT/INPP4B/INPP5A/INPP5B/INPP5E/INPP5J/INPP5K/IQGAP1/ITGA1/LHPP/LRRC59/MAGI2/MASTL/MEF2C/MTMR1/MTMR11/MTMR12/MTMR2/MTMR4/MTMR6/MTOR/NANP/NCK1/OCRL/PDP1/PDP2/PDXP/PGAM5/PHLPP2/PHPT1/PPIA/PPM1A/PPM1B/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1CA/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R8/PPP2CA/PPP2R1A/PPP2R3A/PPP2R3C/PPP2R5D/PPP3CB/PPP3R1/PPP4R1/PPP4R4/PPP5C/PPP6C/PPP6R1/PPP6R2/PPP6R3/PTBP1/PTP4A1/PTP4A3/PTPDC1/PTPN1/PTPN11/PTPN12/PTPN18/PTPN2/PTPN4/PTPN6/PTPN9/PTPRD/PTPRE/PTPRF/PTPRJ/PTPRK/PTPRM/PTPRS/PTPRU/ROCK1/SACM1L/SBF1/SMG5/SMG6/SMG7/SPPL3/SSH3/STYXL1/TGFB1/THTPA/TIMM50/TIPRL/UBASH3B/URI1/YWHAB/YWHAE",127
"GO:0099504","GO:0099504","synaptic vesicle cycle","94/5323","188/14636",8.25687326109918e-05,0.00427795298419652,0.0036222186539445,"ACTB/ACTG1/AP1G1/AP2B1/AP2M1/AP2S1/AP3D1/AP3M2/ARHGDIA/ATP2A2/ATP6AP1/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V1F/ATP6V1G1/ATP6V1G2/ATP6V1H/BRSK1/BRSK2/BTBD9/CACNB4/CASK/CDK5/CDK5R1/CLCN3/CPLX1/CPLX2/CSPG5/CTBP1/CTNNB1/DNAJC5/DNM1/DNM2/DNM3/DOC2A/DVL1/FBXL20/FCHO2/FMR1/GAK/GIT1/GRIK5/ITSN1/NAPA/P2RY1/PACSIN1/PCDH17/PCLO/PFN2/PIP5K1C/PLD1/PPFIA2/PPP3CB/PPP3R1/PREPL/PRKAR1B/PRRT2/RAB3B/RAB3GAP1/RAB5A/RAPGEF4/RIMS1/RIMS2/RIMS3/RIMS4/ROCK1/SCRIB/SCRN1/SH3GL1/SLC4A8/SNAP23/SNAP25/SNAP29/SNAPIN/SNCG/STON1/STXBP1/SYN1/SYN2/SYN3/SYP/SYT11/SYT2/SYT4/TBC1D24/TPRG1L/UNC13A/UNC13B/VAMP2/VPS18",94
"GO:0035303","GO:0035303","regulation of dephosphorylation","53/5323","95/14636",8.54356554503048e-05,0.00436747070661958,0.00369801489696477,"ANKLE2/ARPP19/BMP2/BOD1/CALM1/CALM2/CALM3/CDCA2/CDK5RAP3/CHP2/CRY2/DLC1/ENSA/FKBP1A/FKBP1B/GNA12/HSP90AB1/HSP90B1/HTT/INPP5K/IQGAP1/ITGA1/MAGI2/MASTL/MEF2C/MTMR1/MTMR2/MTMR4/MTOR/NCK1/PPIA/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R8/PPP2R3C/PPP2R5D/PPP4R4/PPP6R1/PPP6R2/PPP6R3/PTBP1/ROCK1/SMG5/SMG6/SMG7/SPPL3/STYXL1/TGFB1/TIPRL/URI1/YWHAB/YWHAE",53
"GO:1903432","GO:1903432","regulation of TORC1 signaling","47/5323","82/14636",8.68432618662511e-05,0.00438101402625272,0.0037094822658659,"AKT1/AKT1S1/ATXN3/C9orf72/CLEC16A/CTNS/DEPDC5/DEPTOR/FNIP2/GPR137/GPR137C/GPR155/ITFG2/KPTN/LAMTOR1/LAMTOR3/MAPK3/NPRL3/OGT/OTUB1/OTUD5/PIH1D1/PIM1/PRKAA2/PRKACA/PRKACB/RNF152/RNF167/RPS6KB1/RRAGA/RRAGC/RRAGD/SEC13/SEH1L/SESN2/SESN3/SMCR8/SYK/TBK1/TSC2/UBE2D1/UBE2N/USP4/USP7/VHL/WAC/YWHAG",47
"GO:0007051","GO:0007051","spindle organization","90/5323","179/14636",8.94864586116266e-05,0.00445572834177892,0.00377274420175334,"ARHGEF10/ASPM/ATRX/AURKB/BCCIP/BIRC5/CCDC61/CCDC69/CCNB1/CDC20/CDCA8/CEP63/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CSNK1D/DCTN1/DDB1/DRG1/EML1/ESPL1/HAUS2/HAUS3/HAUS4/HAUS7/HNRNPU/HSPA1A/HSPA1B/INCENP/INO80/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LIMK2/LSM14A/MAP4/MAP9/MAPRE1/MAPRE2/MLH1/MYBL2/MYH9/NUDC/NUMA1/PARP3/PCNT/PIBF1/PKD1/PLK1/PLK2/PLK3/POLDIP2/PPP2R1A/PRICKLE1/PSRC1/RAE1/RAN/RANGRF/RCC1/RGS14/RHOA/RNF4/SAC3D1/SBDS/SENP6/SMC1A/SMC3/SPAG5/SPAST/SPC25/SPICE1/STAG1/STARD9/STIL/STMN1/SUN2/TACC3/TBCE/TRIM36/TUBB/TUBGCP5/UHRF1/VCP/WDR62/WRAP73",90
"GO:0140053","GO:0140053","mitochondrial gene expression","76/5323","147/14636",9.7204983508632e-05,0.00477799880477045,0.00404561631768719,"AARS2/ALKBH1/AURKAIP1/C1QBP/EARS2/FASTK/FASTKD5/GADD45GIP1/GATC/GFM1/GFM2/HSD17B10/IARS2/LARS2/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MTG1/MTRF1/NGRN/POLRMT/PPARGC1B/PUS1/QRSL1/RARS2/RMND1/RPUSD4/SHMT2/SUPV3L1/TACO1/TBRG4/TFAM/TFB1M/TRIT1/TRUB2/TSFM/WARS2",76
"GO:0001841","GO:0001841","neural tube formation","56/5323","102/14636",9.88545707654651e-05,0.00478656581968692,0.00405287016113842,"ABL1/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GDF7/GLMN/HIF1A/IFT122/IFT172/IFT52/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",56
"GO:0034504","GO:0034504","protein localization to nucleus","137/5323","291/14636",9.98761777712451e-05,0.00478656581968692,0.00405287016113842,"AKIRIN2/AKT1/ARL2BP/BAG3/BBS4/BCL3/BMP4/BYSL/CACNB4/CCT2/CCT3/CCT5/CCT6A/CCT7/CDH1/CDK5/CDK5RAP3/CDKN1A/CHP2/CIZ1/CRY2/CSE1L/CTDNEP1/DKC1/DMAP1/DVL1/EIF2AK3/ELAVL1/FERMT1/GBP2/GLIS2/GLUL/HDGF/HNRNPU/HSP90AA1/HYAL2/ING1/IPO11/IPO13/IPO4/IPO5/IPO7/IPO8/IPO9/KPNA1/KPNA2/KPNA6/KPNB1/LARP7/LATS2/LIMK2/LMNB1/LMNB2/MAGED1/MAVS/MCRS1/MDFIC/MDM2/MED1/MEPCE/MORC3/MSX1/MTOR/NF2/NMD3/NOL8/NUP107/NUP133/NUP188/NUP214/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NUTF2/PAF1/PARK7/PARP1/PIK3R1/PKIG/PLK1/PLRG1/POLA2/POLR1A/POM121/POM121C/POM121L2/PPP3CB/PPP3R1/PRICKLE1/PTTG1IP/RAB23/RAN/RANBP6/RANGAP1/RANGRF/RBM22/RRP7A/RRS1/SEC13/SESN2/SIN3A/SIRT6/SIX1/SIX4/SKP1/SNUPN/SOX9/SPG11/STAT3/STK3/STK4/SUFU/SUMO3/SUN2/SYK/SYNE1/TAF8/TFRC/TGFB1/TMEM98/TNPO1/TNPO2/TNPO3/TRIM28/TRIM29/TRIM8/TSC2/TXNIP/XPA/XPO1/YAP1/YWHAE/ZBTB7A/ZC3H12A",137
"GO:0098727","GO:0098727","maintenance of cell number","88/5323","175/14636",0.000105917271260471,0.00501341750632894,0.00424494950704732,"ACTB/ACTL6A/ARID4A/ARID4B/ASPM/BCL7A/BCL7B/BCL7C/BCL9/BMP7/BRMS1/BRMS1L/CDX2/CTNNB1/CTR9/CUL4A/DDX6/DLL1/DPF2/ELAVL1/FANCC/GATA2/GNL3/HDAC1/HES1/HES5/HOOK3/IGF2BP1/ING1/ING2/JAG1/KAT2A/KDM2B/KDM3A/KIT/KLF10/KLF4/LIF/LIG4/LOXL2/MED12/MED17/MED30/METTL3/MTF2/MYC/NFIB/NOG/OGT/PAF1/PHF19/PROX1/PRRX1/RAF1/RBBP4/RBBP7/RBPJ/RTF1/SAP30/SAP30L/SETD6/SFRP1/SIN3A/SIRT6/SKI/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SMC1A/SMC3/SOX4/SOX9/SRRT/SS18/STAT3/TAF5L/TAF6L/TBX1/TET1/TRIM8/WDR43/YAP1/ZC3H13/ZHX2/ZIC3/ZNF358",88
"GO:0006310","GO:0006310","DNA recombination","126/5323","265/14636",0.000109439476115439,0.00511696282227553,0.00433262316225949,"ABL1/ACTB/ACTL6A/ACTR2/ACTR5/APEX1/APEX2/ARID2/ATAD5/BCL6/BRCA1/BRIP1/CCNB1IP1/CCR6/CHD4/DMAP1/EME1/EME2/EPC2/ERCC2/EXOSC3/EXOSC6/FANCB/FEN1/FUS/GEN1/GINS4/HELB/HMGB1/HMGB2/HTATSF1/HUS1/IL27RA/INO80/INO80D/INO80E/INTS3/KAT5/KIN/KLHDC3/KLHL15/KPNA1/KPNA2/LIG4/MAD2L2/MAGEF1/MCM2/MCM3/MCM4/MCM6/MCM7/MCRS1/MEAF6/MLH1/MMS22L/MORF4L2/MSH2/MSH3/MSH4/MUS81/NBN/NDFIP1/NFKBIZ/NFRKB/NHEJ1/NONO/PARP1/PARP3/PAXIP1/PIAS4/PIF1/PMS2/POLM/POLN/PPP4R2/PSMD14/RAD50/RAD51AP1/RAD51C/RAD51D/RAD54B/RBBP8/RECQL5/REV3L/RFWD3/RMI2/RNF168/RNF169/RPA1/RPA2/RPA4/RUVBL1/RUVBL2/SAMHD1/SENP3/SETD2/SFPQ/SIRT6/SLC15A4/SMARCAD1/SUPT6H/SUPV3L1/SWSAP1/TCF3/TEP1/TERF2IP/TFRC/TGFB1/TIMELESS/TOP2A/TOPBP1/TP53BP1/TRIP13/TRRAP/UBE2N/UBQLN4/UCHL5/UHRF1/WDR48/XRCC2/XRCC3/XRCC5/XRCC6/ZFYVE26/ZMYND8/ZSWIM7",126
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","59/5323","109/14636",0.000111265548813276,0.00513966402590483,0.00435184467393968,"ABLIM3/ADCY10/AGK/AIFM1/AKT1/AP3B1/ARIH2/ATG13/BAP1/BAX/BCAP31/BCS1L/BID/BNIP3L/DDIT3/DNLZ/FBXO7/FBXW7/FIS1/FZD5/GDAP1/GRPEL1/GSK3A/HK1/HSP90AA1/HSPA1L/HSPA4/HUWE1/LEPROT/LMAN1/MAPT/MFF/MFN2/MTCH1/MTCH2/MTX1/PITRM1/PMPCA/RHOU/RNF31/SAE1/SAMM50/SREBF1/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TOMM6/TSPO/UBE2J2/UBE2L3/UBL5",59
"GO:0034250","GO:0034250","positive regulation of amide metabolic process","73/5323","141/14636",0.00012480118027167,0.0056962824423998,0.00482314335786755,"ABCA2/BCL3/C1QBP/CASP3/CIRBP/CLU/CPEB3/CSDE1/DHX9/EFNA1/EIF2AK4/EIF2B5/EIF4A3/EIF4G1/EIF4G2/EIF4G3/EIF5A/EIF5AL1/EIF6/ELAVL1/EPHA4/ERBB2/FMR1/FXR2/GSK3A/GUF1/HNRNPD/HNRNPU/IFNGR1/IGF2BP1/JMJD4/KHDRBS1/LARP1/LARP1B/LARP4B/METTL3/MIF4GD/MTOR/NAT10/NCK1/NGRN/NOD2/NSMAF/NSUN5/OGT/PABPC1/PAIP1/PASK/PCIF1/PLD1/POLDIP3/POLR2G/PPP1R15A/PRMT1/RBM3/RBM4/RELA/RMND1/RPL26/RPS27L/RPS6KB1/RPUSD4/SAMD4A/SERP1/SLC2A13/SOX4/SP1/SPHK2/SYNCRIP/TRUB2/YBX1/YTHDF2/YTHDF3",73
"GO:0007042","GO:0007042","lysosomal lumen acidification","18/5323","24/14636",0.000132293476080976,0.00596721396817016,0.00505254588524745,"ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V1A/ATP6V1F/ATP6V1H/CLN3/CLN5/CLN6/CREG1/GRN/LAMP1/LAMP2/SNAPIN/TMEM106B/TMEM199/TMEM9",18
"GO:0006470","GO:0006470","protein dephosphorylation","94/5323","190/14636",0.000135764973446003,0.00605259195572065,0.00512483694133994,"ANKLE2/ARPP19/BOD1/BTRC/CALM1/CALM2/CALM3/CDCA2/CRY2/CTDNEP1/CTDP1/CTDSP1/CTDSP2/DLC1/DUSP10/DUSP3/DUSP5/DUSP7/ENSA/FBXW11/FKBP1A/FKBP1B/GNA12/HSP90AB1/HSP90B1/HTT/ITGA1/LRRC59/MAGI2/MASTL/MTMR2/MTMR4/MTMR6/MTOR/NCK1/PDP1/PDP2/PDXP/PGAM5/PHLPP2/PHPT1/PPIA/PPM1A/PPM1B/PPM1D/PPM1F/PPM1H/PPM1J/PPM1M/PPP1CA/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R8/PPP2CA/PPP2R1A/PPP2R3A/PPP2R5D/PPP3CB/PPP3R1/PPP4R1/PPP4R4/PPP5C/PPP6C/PPP6R1/PPP6R2/PPP6R3/PTBP1/PTPN1/PTPN11/PTPN12/PTPN18/PTPN2/PTPN4/PTPN6/PTPN9/PTPRD/PTPRE/PTPRF/PTPRJ/PTPRK/PTPRM/PTPRS/PTPRU/ROCK1/SBF1/SPPL3/STYXL1/TGFB1/TIMM50/TIPRL/UBASH3B/YWHAB/YWHAE",94
"GO:0000018","GO:0000018","regulation of DNA recombination","55/5323","101/14636",0.000151813387962016,0.00669025895915368,0.00566476090108721,"ABL1/ACTB/ACTL6A/ACTR2/ARID2/ATAD5/BCL6/DMAP1/EPC2/ERCC2/EXOSC3/EXOSC6/FANCB/FUS/HELB/IL27RA/KAT5/KLHL15/KPNA1/KPNA2/MAD2L2/MAGEF1/MEAF6/MLH1/MORF4L2/MSH2/MSH3/NDFIP1/PARP1/PARP3/PAXIP1/PIAS4/PMS2/PPP4R2/RAD50/RAD51AP1/RECQL5/RMI2/RPA2/RUVBL1/RUVBL2/SENP3/SETD2/SIRT6/SLC15A4/SMARCAD1/SUPT6H/TERF2IP/TFRC/TGFB1/TIMELESS/TP53BP1/TRRAP/UBQLN4/WDR48",55
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","77/5323","151/14636",0.000156992635147641,0.00683988367222789,0.00579145079898713,"ARHGEF10/AURKB/BCCIP/BIRC5/CCDC61/CCNB1/CDC20/CDCA8/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DCTN1/DRG1/DYNLT1/EML1/ESPL1/FBXW11/HNRNPU/HSPA1A/HSPA1B/HTT/INCENP/INSC/ITGB1/KAT5/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP4/MAP9/MAPRE1/MYBL2/NUDC/NUMA1/NUSAP1/PARP3/PCNT/PIBF1/PKD1/PLK1/PLK2/PLK3/POLDIP2/PRICKLE1/PSRC1/RAE1/RAN/RANGRF/RCC1/RHOA/SAPCD2/SBDS/SETD2/SMC1A/SMC3/SPAST/SPC25/SPICE1/SPRY2/STAG1/STIL/STMN1/SUN2/TACC3/TBCE/UBXN2B/UHRF1/VCP/WDR62/WRAP73/ZW10",77
"GO:0032200","GO:0032200","telomere organization","76/5323","149/14636",0.000170782560288757,0.00735708242861904,0.00622937215766442,"ACD/ACTL6A/ACTR5/APEX1/ATR/ATRX/AURKB/CCNE1/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCP2/DKC1/DNA2/DOT1L/EXOSC10/EZH1/FEN1/GCH1/GNL3/GNL3L/HMBOX1/HNRNPD/HNRNPU/HSP90AA1/HSP90AB1/HUS1/INO80/INO80D/INO80E/MAD2L2/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/MYC/NAT10/NBN/NFRKB/NHP2/NOP10/PARN/PARP1/PARP3/PIF1/PKIB/POT1/RAD50/RAD51C/RAD51D/RFC1/RPA1/RPA2/RUVBL1/RUVBL2/SIRT2/SIRT6/SMARCAL1/SMG5/SMG6/TELO2/TEP1/TERF2IP/TFIP11/TNKS1BP1/UCHL5/UPF1/USP7/XRCC3/XRCC5/XRCC6/XRN1",76
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","40/5323","69/14636",0.000204921704145756,0.00872966459660919,0.00739156181971357,"ACD/ATR/AURKB/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCP2/DKC1/EXOSC10/GCH1/GNL3L/HMBOX1/HNRNPU/HSP90AA1/HSP90AB1/MAP3K4/MAPK1/MAPK3/MAPKAPK5/NAT10/NHP2/NOP10/PARN/PIF1/PKIB/POT1/RAD50/RFC1/RPA1/SMG5/SMG6/TELO2/TEP1/TERF2IP/TNKS1BP1/XRCC5/XRN1",40
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","24/5323","36/14636",0.000211116651432753,0.00875743056995314,0.00741507176172624,"ATF6/ATXN3/BAG6/BAK1/BAX/BCAP31/BCL2L11/CAV1/DAB2IP/ERN1/HERPUD1/NCK1/PIK3R1/PMAIP1/PTPN1/PTPN2/RNF185/RNFT2/SERINC3/SGTA/TMEM33/TMX1/USP13/XBP1",24
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","55/5323","102/14636",0.000213786471915428,0.00875743056995314,0.00741507176172624,"ADRM1/AXIN1/BRD4/CCNK/CDK12/CDK9/CTDP1/CTNNB1/CTR9/ELL2/ELOF1/ELP2/ELP4/ENY2/ERCC3/GLYR1/GTF2F1/HEXIM1/HNRNPU/INTS10/INTS2/INTS3/INTS4/INTS5/INTS7/LARP7/MED1/MED16/MED17/MED19/MED20/MED22/MED24/MED25/MED29/MED30/NCBP1/PAF1/PARP1/PBRM1/POLR2I/RECQL5/RNF168/RTF1/SART3/SETD2/SIRT6/SUPT16H/SUPT5H/SUPT6H/USP15/VHL/WDR43/ZMYND11/ZMYND8",55
"GO:0051648","GO:0051648","vesicle localization","97/5323","199/14636",0.000214391957686248,0.00875743056995314,0.00741507176172624,"ACTN4/AP1G1/AP3B1/AP3D1/AP3M1/AP3M2/ARFGAP2/ARFGAP3/ATP9A/BAIAP3/BBS2/BBS5/BLOC1S3/BRSK1/BRSK2/C17orf75/CDH3/CDK5/CLN3/COPS5/CSNK1D/CTBP1/CTNNB1/DCTN1/DNM1/DNM2/DNM3/EXOC3/EXOC4/EXOC5/EXOC7/EXOC8/FBXW11/FYCO1/GBF1/HGS/HTT/ITGA4/KIF13A/KIF1A/KIF1C/KIF3A/KIF3B/KIF5A/LIMK2/LIN7A/MECP2/MREG/MYO1A/MYO5A/MYO5C/PCDH17/PCLO/PDCD6/PEF1/PPFIA2/PPP6C/RAB11B/RAB7A/RASGRP1/SAR1A/SAR1B/SCRIB/SDC1/SDC4/SDCBP/SEC16A/SNAP23/SNAP25/SNAP29/SNAPIN/SNF8/SPG11/STARD3NL/STXBP1/SYN1/SYN2/SYN3/SYT11/SYT4/TANC2/TMED2/TRAK2/TRAPPC1/TRAPPC10/TRAPPC12/TRAPPC2L/TRAPPC3/TRAPPC5/TRAPPC6A/UNC13A/UNC13B/VPS33A/VPS33B/VPS4A/WIPI1/YKT6",97
"GO:0140467","GO:0140467","integrated stress response signaling","27/5323","42/14636",0.000214710087004589,0.00875743056995314,0.00741507176172624,"ARIH1/CEBPB/CEBPD/CEBPG/CREB3/CREBZF/DDIT3/EIF2AK1/EIF2AK3/EIF2AK4/FOS/FOSL1/HERC5/HSPA5/IMPACT/JUN/JUNB/NCK1/NFE2L3/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/RPAP2/TMED2/TMEM33",27
"GO:0007004","GO:0007004","telomere maintenance via telomerase","39/5323","67/14636",0.000217685751396725,0.0087853386405794,0.00743870202002769,"ACD/ATR/AURKB/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCP2/DKC1/EXOSC10/GCH1/GNL3L/HMBOX1/HNRNPU/HSP90AA1/HSP90AB1/MAP3K4/MAPK1/MAPK3/MAPKAPK5/NAT10/NHP2/NOP10/PARN/PIF1/PKIB/POT1/RAD50/RFC1/RPA1/SMG5/SMG6/TELO2/TERF2IP/TNKS1BP1/XRCC5/XRN1",39
"GO:0033233","GO:0033233","regulation of protein sumoylation","16/5323","21/14636",0.000234681621354913,0.00937259725286185,0.00793594430108062,"ARNT/CAPN3/CTNNB1/EGR1/GNL3/GNL3L/HMG20B/PARK7/PIAS3/PIAS4/RASD2/RELA/SAE1/TOLLIP/UBA2/UBE2I",16
"GO:0021915","GO:0021915","neural tube development","78/5323","155/14636",0.000246524538226101,0.00974407298514301,0.00825047939109383,"ABL1/ALDH1A2/ARHGAP35/ARL13B/BBS4/BMI1/BMP4/BMP7/BRD2/CASP3/CBY1/CECR2/CELSR1/CHRD/CITED2/DCHS1/DEAF1/DLC1/DVL1/DVL2/DVL3/EPHA2/GBX2/GDF7/GLI2/GLMN/HES1/HES5/HIF1A/IFT122/IFT172/IFT52/ITPK1/KAT2A/KAT5/KDM2B/LMO4/LRP2/MARCKS/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/NUP133/OPA1/PFN1/PHGDH/PKD1/PRICKLE1/PRKACA/PRKACB/PROX1/RARG/RGMA/RNF220/RPGRIP1L/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP/ZFP36L1/ZNF358",78
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","74/5323","146/14636",0.000265358355499824,0.0103814687243502,0.0087901736666107,"ABL1/ALDH1A2/ALDH1A3/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/CTNNB1/DEAF1/DLC1/DVL1/DVL2/DVL3/EPB41L5/FGFR2/GDF7/GDNF/GLMN/GRSF1/HES5/HIF1A/IFT122/IFT172/IFT52/KAT2A/KDM2B/LAMA5/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PDX1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SIX1/SIX4/SKI/SOX8/SOX9/STIL/STK3/STK4/SUFU/SULF1/TCTN1/TFAP2A/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP/VEGFC/WNT7B",74
